|dates|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|RichmondCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|758.0|0|18.0|0|0.0|0
0|2020-05-18|779.0|0|18.0|0|0.0|0
0|2020-05-19|811.0|0|19.0|0|0.0|0
0|2020-05-20|835.0|0|19.0|0|0.0|0
0|2020-05-21|888.0|0|20.0|0|0.0|0
0|2020-05-22|934.0|0|20.0|0|0.0|0
0|2020-05-23|934.0|0|20.0|0|0.0|0
