|dates|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|45.0|0|1.0|0|0.0|0
0|2020-05-25|47.0|0|1.0|0|0.0|0
0|2020-05-26|47.0|0|1.0|0|0.0|0
