|dates|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|246.0|0|6.0|0|0.0|0
0|2020-05-25|247.0|0|7.0|0|0.0|0
0|2020-05-26|247.0|0|7.0|0|0.0|0
