|dates|Liberty_Georgia_UnitedStates.JHU_ConfirmedCases.data|Liberty_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|65.0|0|0.0|0|0.0|0
0|2020-05-25|67.0|0|0.0|0|0.0|0
0|2020-05-26|67.0|0|0.0|0|0.0|0
