|dates|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|109.0|0|2.0|0|0.0|0
0|2020-05-28|109.0|0|2.0|0|0.0|0
0|2020-05-29|109.0|0|2.0|0|0.0|0
0|2020-05-30|109.0|0|2.0|0|0.0|0
