|dates|Callaway_Missouri_UnitedStates.JHU_ConfirmedCases.data|Callaway_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Callaway_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Callaway_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Callaway_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Callaway_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|24.0|0|1.0|0|0.0|0
0|2020-05-25|26.0|0|1.0|0|0.0|0
0|2020-05-26|26.0|0|1.0|0|0.0|0
