|dates|Douglas_Missouri_UnitedStates.JHU_ConfirmedCases.data|Douglas_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9121.0|0|409.0|0|0.0|0
0|2020-05-15|9121.0|0|409.0|0|0.0|0
0|2020-05-16|9121.0|0|409.0|0|0.0|0
