|dates|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|724.0|0|66.0|0|0.0|0
0|2020-05-15|738.0|0|67.0|0|0.0|0
0|2020-05-16|738.0|0|67.0|0|0.0|0
