|dates|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedCases.data|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedCases.missing|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|2.0|0|0.0|0
0|2020-05-15|24.0|0|2.0|0|0.0|0
0|2020-05-16|24.0|0|2.0|0|0.0|0
