|dates|Eastland_Texas_UnitedStates.JHU_ConfirmedCases.data|Eastland_Texas_UnitedStates.JHU_ConfirmedCases.missing|Eastland_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Eastland_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Eastland_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Eastland_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
