|dates|Camp_Texas_UnitedStates.JHU_ConfirmedCases.data|Camp_Texas_UnitedStates.JHU_ConfirmedCases.missing|Camp_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Camp_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Camp_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Camp_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|0.0|0|0.0|0
0|2020-05-28|58.0|0|0.0|0|0.0|0
0|2020-05-29|58.0|0|0.0|0|0.0|0
0|2020-05-30|58.0|0|0.0|0|0.0|0
