|dates|Mohave_Arizona_UnitedStates.JHU_ConfirmedCases.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Mohave_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Mohave_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|339.0|0|42.0|0|0.0|0
0|2020-05-28|339.0|0|42.0|0|0.0|0
0|2020-05-29|339.0|0|42.0|0|0.0|0
0|2020-05-30|339.0|0|42.0|0|0.0|0
