|dates|Jones_Texas_UnitedStates.JHU_ConfirmedCases.data|Jones_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jones_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|112.0|0|0.0|0|0.0|0
0|2020-05-18|112.0|0|0.0|0|0.0|0
0|2020-05-19|115.0|0|0.0|0|0.0|0
0|2020-05-20|117.0|0|0.0|0|0.0|0
0|2020-05-21|134.0|0|0.0|0|0.0|0
0|2020-05-22|134.0|0|0.0|0|0.0|0
0|2020-05-23|134.0|0|0.0|0|0.0|0
