|dates|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|695.0|0|44.0|0|0.0|0
0|2020-05-28|695.0|0|44.0|0|0.0|0
0|2020-05-29|695.0|0|44.0|0|0.0|0
0|2020-05-30|695.0|0|44.0|0|0.0|0
