|dates|Lewis_Missouri_UnitedStates.JHU_ConfirmedCases.data|Lewis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Lewis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7.0|0|1.0|0|0.0|0
0|2020-05-28|7.0|0|1.0|0|0.0|0
0|2020-05-29|7.0|0|1.0|0|0.0|0
0|2020-05-30|7.0|0|1.0|0|0.0|0
