|dates|Stone_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Stone_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Stone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Stone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
