|dates|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|0.0|0|0.0|0
0|2020-05-15|50.0|0|0.0|0|0.0|0
0|2020-05-16|50.0|0|0.0|0|0.0|0
