|dates|Cache_Utah_UnitedStates.JHU_ConfirmedCases.data|Cache_Utah_UnitedStates.JHU_ConfirmedCases.missing|Cache_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Cache_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Cache_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Cache_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|0.0|0|0.0|0
0|2020-05-18|37.0|0|0.0|0|0.0|0
0|2020-05-19|37.0|0|0.0|0|0.0|0
0|2020-05-20|37.0|0|0.0|0|0.0|0
0|2020-05-21|37.0|0|0.0|0|0.0|0
0|2020-05-22|37.0|0|0.0|0|0.0|0
0|2020-05-23|37.0|0|0.0|0|0.0|0
