|dates|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|163.0|0|17.0|0|0.0|0
0|2020-05-15|166.0|0|17.0|0|0.0|0
0|2020-05-16|166.0|0|17.0|0|0.0|0
