|dates|Ashland_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ashland_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ashland_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ashland_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ashland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ashland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|15.0|0|0.0|0|0.0|0
0|2020-05-16|15.0|0|0.0|0|0.0|0
