|dates|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|1.0|0|0.0|0
0|2020-05-28|17.0|0|1.0|0|0.0|0
0|2020-05-29|17.0|0|1.0|0|0.0|0
0|2020-05-30|17.0|0|1.0|0|0.0|0
