|dates|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.data|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|175.0|0|1.0|0|0.0|0
0|2020-05-15|178.0|0|1.0|0|0.0|0
0|2020-05-16|178.0|0|1.0|0|0.0|0
