|dates|Burke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Burke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Burke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Burke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Burke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Burke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|278.0|0|14.0|0|0.0|0
0|2020-05-25|296.0|0|14.0|0|0.0|0
0|2020-05-26|296.0|0|14.0|0|0.0|0
