|dates|Clayton_Iowa_UnitedStates.JHU_ConfirmedCases.data|Clayton_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Clayton_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Clayton_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Clayton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Clayton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|3.0|0|0.0|0
0|2020-05-18|30.0|0|3.0|0|0.0|0
0|2020-05-19|30.0|0|3.0|0|0.0|0
0|2020-05-20|30.0|0|3.0|0|0.0|0
0|2020-05-21|30.0|0|3.0|0|0.0|0
0|2020-05-22|30.0|0|3.0|0|0.0|0
0|2020-05-23|30.0|0|3.0|0|0.0|0
