|dates|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1231.0|0|86.0|0|0.0|0
0|2020-05-15|1236.0|0|87.0|0|0.0|0
0|2020-05-16|1236.0|0|87.0|0|0.0|0
