|dates|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|0.0|0|0.0|0
0|2020-05-28|27.0|0|0.0|0|0.0|0
0|2020-05-29|27.0|0|0.0|0|0.0|0
0|2020-05-30|27.0|0|0.0|0|0.0|0
