|dates|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|745.0|0|48.0|0|0.0|0
0|2020-05-15|749.0|0|48.0|0|0.0|0
0|2020-05-16|749.0|0|48.0|0|0.0|0
