|dates|Routt_Colorado_UnitedStates.JHU_ConfirmedCases.data|Routt_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Routt_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Routt_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Routt_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Routt_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|61.0|0|6.0|0|0.0|0
0|2020-05-28|61.0|0|6.0|0|0.0|0
0|2020-05-29|61.0|0|6.0|0|0.0|0
0|2020-05-30|61.0|0|6.0|0|0.0|0
