|dates|Warren_Illinois_UnitedStates.JHU_ConfirmedCases.data|Warren_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Warren_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|108.0|0|0.0|0|0.0|0
0|2020-05-18|109.0|0|0.0|0|0.0|0
0|2020-05-19|110.0|0|0.0|0|0.0|0
0|2020-05-20|110.0|0|0.0|0|0.0|0
0|2020-05-21|110.0|0|0.0|0|0.0|0
0|2020-05-22|112.0|0|0.0|0|0.0|0
0|2020-05-23|112.0|0|0.0|0|0.0|0
