|dates|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|475.0|0|1.0|0|0.0|0
0|2020-05-28|475.0|0|1.0|0|0.0|0
0|2020-05-29|475.0|0|1.0|0|0.0|0
0|2020-05-30|475.0|0|1.0|0|0.0|0
