|dates|Miller_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Miller_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Miller_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Miller_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Miller_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Miller_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|1.0|0|0.0|0
0|2020-05-25|42.0|0|1.0|0|0.0|0
0|2020-05-26|42.0|0|1.0|0|0.0|0
