|dates|OutofGA_Georgia_UnitedStates.JHU_ConfirmedCases.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedCases.missing|OutofGA_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofGA_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1601.0|0|25.0|0|0.0|0
0|2020-05-18|1649.0|0|25.0|0|0.0|0
0|2020-05-19|1641.0|0|25.0|0|0.0|0
0|2020-05-20|1639.0|0|25.0|0|0.0|0
0|2020-05-21|1694.0|0|26.0|0|0.0|0
0|2020-05-22|1748.0|0|29.0|0|0.0|0
0|2020-05-23|1748.0|0|29.0|0|0.0|0
