|dates|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5822.0|0|275.0|0|0.0|0
0|2020-05-25|5822.0|0|275.0|0|0.0|0
0|2020-05-26|5822.0|0|275.0|0|0.0|0
