|dates|Charlton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Charlton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Charlton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Charlton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Charlton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Charlton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|20.0|0|1.0|0|0.0|0
0|2020-05-15|26.0|0|1.0|0|0.0|0
0|2020-05-16|26.0|0|1.0|0|0.0|0
