|dates|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|47.0|0|4.0|0|0.0|0
0|2020-05-15|48.0|0|4.0|0|0.0|0
0|2020-05-16|48.0|0|4.0|0|0.0|0
