|dates|Atkinson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Atkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Atkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|2.0|0|0.0|0
0|2020-05-28|38.0|0|2.0|0|0.0|0
0|2020-05-29|38.0|0|2.0|0|0.0|0
0|2020-05-30|38.0|0|2.0|0|0.0|0
