|dates|Amelia_Virginia_UnitedStates.JHU_ConfirmedCases.data|Amelia_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Amelia_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Amelia_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Amelia_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Amelia_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|1.0|0|0.0|0
0|2020-05-15|17.0|0|1.0|0|0.0|0
0|2020-05-16|17.0|0|1.0|0|0.0|0
