|dates|Montague_Texas_UnitedStates.JHU_ConfirmedCases.data|Montague_Texas_UnitedStates.JHU_ConfirmedCases.missing|Montague_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Montague_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Montague_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Montague_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|1.0|0|0.0|0
0|2020-05-15|9.0|0|1.0|0|0.0|0
0|2020-05-16|9.0|0|1.0|0|0.0|0
