|dates|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|689.0|0|24.0|0|0.0|0
0|2020-05-28|689.0|0|24.0|0|0.0|0
0|2020-05-29|689.0|0|24.0|0|0.0|0
0|2020-05-30|689.0|0|24.0|0|0.0|0
