|dates|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedCases.data|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|115.0|0|13.0|0|0.0|0
0|2020-05-28|115.0|0|13.0|0|0.0|0
0|2020-05-29|115.0|0|13.0|0|0.0|0
0|2020-05-30|115.0|0|13.0|0|0.0|0
