|dates|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|43.0|0|1.0|0|0.0|0
0|2020-05-28|43.0|0|1.0|0|0.0|0
0|2020-05-29|43.0|0|1.0|0|0.0|0
0|2020-05-30|43.0|0|1.0|0|0.0|0
