|dates|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|201.0|0|15.0|0|0.0|0
0|2020-05-18|203.0|0|15.0|0|0.0|0
0|2020-05-19|203.0|0|15.0|0|0.0|0
0|2020-05-20|205.0|0|15.0|0|0.0|0
0|2020-05-21|209.0|0|15.0|0|0.0|0
0|2020-05-22|211.0|0|15.0|0|0.0|0
0|2020-05-23|211.0|0|15.0|0|0.0|0
