|dates|OutofCA_California_UnitedStates.JHU_ConfirmedCases.data|OutofCA_California_UnitedStates.JHU_ConfirmedCases.missing|OutofCA_California_UnitedStates.JHU_ConfirmedDeaths.data|OutofCA_California_UnitedStates.JHU_ConfirmedDeaths.missing|OutofCA_California_UnitedStates.JHU_ConfirmedRecoveries.data|OutofCA_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
