|dates|Riley_Kansas_UnitedStates.JHU_ConfirmedCases.data|Riley_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Riley_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Riley_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Riley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Riley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|1.0|0|0.0|0
0|2020-05-18|60.0|0|1.0|0|0.0|0
0|2020-05-19|60.0|0|1.0|0|0.0|0
0|2020-05-20|60.0|0|1.0|0|0.0|0
0|2020-05-21|60.0|0|1.0|0|0.0|0
0|2020-05-22|61.0|0|1.0|0|0.0|0
0|2020-05-23|61.0|0|1.0|0|0.0|0
