|dates|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedCases.data|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|394.0|0|17.0|0|0.0|0
0|2020-05-28|394.0|0|17.0|0|0.0|0
0|2020-05-29|394.0|0|17.0|0|0.0|0
0|2020-05-30|394.0|0|17.0|0|0.0|0
