|dates|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|131.0|0|4.0|0|0.0|0
0|2020-05-18|133.0|0|4.0|0|0.0|0
0|2020-05-19|130.0|0|5.0|0|0.0|0
0|2020-05-20|130.0|0|5.0|0|0.0|0
0|2020-05-21|130.0|0|5.0|0|0.0|0
0|2020-05-22|134.0|0|5.0|0|0.0|0
0|2020-05-23|134.0|0|5.0|0|0.0|0
