|dates|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|301.0|0|13.0|0|0.0|0
0|2020-05-15|313.0|0|16.0|0|0.0|0
0|2020-05-16|313.0|0|16.0|0|0.0|0
