|dates|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|45.0|0|1.0|0|0.0|0
0|2020-05-15|49.0|0|1.0|0|0.0|0
0|2020-05-16|49.0|0|1.0|0|0.0|0
