|dates|Cobb_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cobb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cobb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2907.0|0|157.0|0|0.0|0
0|2020-05-28|2907.0|0|157.0|0|0.0|0
0|2020-05-29|2907.0|0|157.0|0|0.0|0
0|2020-05-30|2907.0|0|157.0|0|0.0|0
