|dates|Prowers_Colorado_UnitedStates.JHU_ConfirmedCases.data|Prowers_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Prowers_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Prowers_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Prowers_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Prowers_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
