|dates|Bourbon_Kansas_UnitedStates.JHU_ConfirmedCases.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Bourbon_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Bourbon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|1.0|0|0.0|0
0|2020-05-18|6.0|0|1.0|0|0.0|0
0|2020-05-19|6.0|0|1.0|0|0.0|0
0|2020-05-20|6.0|0|1.0|0|0.0|0
0|2020-05-21|7.0|0|1.0|0|0.0|0
0|2020-05-22|7.0|0|1.0|0|0.0|0
0|2020-05-23|7.0|0|1.0|0|0.0|0
