|dates|Elliott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Elliott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Elliott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5822.0|0|275.0|0|0.0|0
0|2020-05-28|5822.0|0|275.0|0|0.0|0
0|2020-05-29|5822.0|0|275.0|0|0.0|0
0|2020-05-30|5822.0|0|275.0|0|0.0|0
