|dates|Gooding_Idaho_UnitedStates.JHU_ConfirmedCases.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Gooding_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Gooding_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|0.0|0|0.0|0
0|2020-05-15|22.0|0|0.0|0|0.0|0
0|2020-05-16|22.0|0|0.0|0|0.0|0
