|dates|Newaygo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Newaygo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Newaygo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|96.0|0|0.0|0|0.0|0
0|2020-05-28|96.0|0|0.0|0|0.0|0
0|2020-05-29|96.0|0|0.0|0|0.0|0
0|2020-05-30|96.0|0|0.0|0|0.0|0
