|dates|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedCases.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|21.0|0|0.0|0|0.0|0
0|2020-05-15|22.0|0|0.0|0|0.0|0
0|2020-05-16|22.0|0|0.0|0|0.0|0
