|dates|Monroe_Illinois_UnitedStates.JHU_ConfirmedCases.data|Monroe_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|11.0|0|0.0|0
0|2020-05-28|93.0|0|11.0|0|0.0|0
0|2020-05-29|93.0|0|11.0|0|0.0|0
0|2020-05-30|93.0|0|11.0|0|0.0|0
