|dates|Calvert_Maryland_UnitedStates.JHU_ConfirmedCases.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Calvert_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Calvert_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|314.0|0|18.0|0|0.0|0
0|2020-05-28|314.0|0|18.0|0|0.0|0
0|2020-05-29|314.0|0|18.0|0|0.0|0
0|2020-05-30|314.0|0|18.0|0|0.0|0
