|dates|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|58.0|0|4.0|0|0.0|0
0|2020-05-18|58.0|0|4.0|0|0.0|0
0|2020-05-19|59.0|0|4.0|0|0.0|0
0|2020-05-20|59.0|0|4.0|0|0.0|0
0|2020-05-21|61.0|0|4.0|0|0.0|0
0|2020-05-22|61.0|0|4.0|0|0.0|0
0|2020-05-23|61.0|0|4.0|0|0.0|0
