|dates|Hockley_Texas_UnitedStates.JHU_ConfirmedCases.data|Hockley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hockley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hockley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hockley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hockley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|27.0|0|1.0|0|0.0|0
0|2020-05-25|27.0|0|1.0|0|0.0|0
0|2020-05-26|27.0|0|1.0|0|0.0|0
