|dates|Scott_Virginia_UnitedStates.JHU_ConfirmedCases.data|Scott_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Scott_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|2.0|0|0.0|0
0|2020-05-15|7.0|0|2.0|0|0.0|0
0|2020-05-16|7.0|0|2.0|0|0.0|0
