|dates|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|403.0|0|13.0|0|0.0|0
0|2020-05-28|403.0|0|13.0|0|0.0|0
0|2020-05-29|403.0|0|13.0|0|0.0|0
0|2020-05-30|403.0|0|13.0|0|0.0|0
