|dates|Mitchell_Georgia_UnitedStates.JHU_ConfirmedCases.data|Mitchell_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Mitchell_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Mitchell_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Mitchell_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Mitchell_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|399.0|0|32.0|0|0.0|0
0|2020-05-25|399.0|0|32.0|0|0.0|0
0|2020-05-26|399.0|0|32.0|0|0.0|0
