|dates|Decatur_Georgia_UnitedStates.JHU_ConfirmedCases.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|161.0|0|4.0|0|0.0|0
0|2020-05-28|161.0|0|4.0|0|0.0|0
0|2020-05-29|161.0|0|4.0|0|0.0|0
0|2020-05-30|161.0|0|4.0|0|0.0|0
