|dates|Smyth_Virginia_UnitedStates.JHU_ConfirmedCases.data|Smyth_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Smyth_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Smyth_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Smyth_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Smyth_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
